,Title,Organization,Skills,Ratings,Review counts,Metadata
69,Generative AI for Software Developers,IBM," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Probability, Linear Algebra, Statistical Inference, A/B Testing, Applied Mathematics, NumPy, Calculus, Dimensionality Reduction, Machine Learning, Jupyter, Python Programming, Data Transformation, Data Manipulation, Data Science",4.7,2.6K reviews,Intermediate · Specialization · 1 - 3 Months
70,Generative AI for Software Development,DeepLearning.AI," Database Design, Software Documentation, Software Design Patterns, Database Systems, Test Automation, Software Testing, ChatGPT, Technical Documentation, Generative AI, Software Design, Code Review, Software Architecture, Software Systems, System Design and Implementation, Dependency Analysis, Artificial Intelligence, Software Development Tools, OpenAI, Software Development, Natural Language Processing",4.7,470 reviews,Beginner · Professional Certificate · 1 - 3 Months
71,Generative AI for Human Resources (HR) Professionals,IBM," ChatGPT, Generative AI, HR Tech, OpenAI, Human Resources, Workforce Planning, Human Resource Strategy, Data Ethics, Artificial Intelligence, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Data-Driven Decision-Making, Software Development Tools, Augmented and Virtual Reality (AR/VR), Employee Engagement, Deep Learning, Image Analysis, Recruitment, Automation, Technical Communication",4.7,4.9K reviews,Intermediate · Specialization · 1 - 3 Months
72,IBM Java Developer,IBM," Spreadsheet Software, Stakeholder Communications, Dashboard, Stakeholder Management, Data-Driven Decision-Making, Data Analysis, Analytical Skills, Data Presentation, Business Analysis, Quantitative Research, Systems Thinking",4.7,4.9K reviews,Beginner · Professional Certificate · 3 - 6 Months
73,Ask Questions to Make Data-Driven Decisions,Google," ChatGPT, Generative AI, OpenAI, Project Management, Project Management Life Cycle, Work Breakdown Structure, Project Planning, Artificial Intelligence, IBM Cloud, Project Documentation, Artificial Intelligence and Machine Learning (AI/ML), Operational Efficiency, Software Development Tools, Augmented and Virtual Reality (AR/VR), Deep Learning, Business Ethics, Automation, Image Analysis, Technical Communication, Natural Language Processing",4.7,33K reviews,Beginner · Course · 1 - 4 Weeks
74,Generative AI for Project Managers,IBM," Spring Framework, Software Development Life Cycle, Hibernate (Java), Git (Version Control System), GitHub, HTML and CSS, Object Oriented Programming (OOP), Relational Databases, Spring Boot, Development Environment, Web Design and Development, Cloud-Native Computing, Object Oriented Design, Containerization, Java Programming, Generative AI, Interviewing Skills, CI/CD, Java, Professional Networking",4.6,4.9K reviews,Intermediate · Specialization · 1 - 3 Months
75,Generative AI for Data Engineers,IBM," ChatGPT, Generative AI, Database Design, Data Pipelines, Query Languages, Extract, Transform, Load, OpenAI, Data Warehousing, Data Ethics, Data Infrastructure, Data Architecture, Data Mining, Data Modeling, Data Synthesis, Artificial Intelligence, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Software Development Tools, Image Analysis, Technical Communication",4.7,4.9K reviews,Intermediate · Specialization · 1 - 3 Months
76,IBM Generative AI for Cybersecurity Professionals,IBM," ChatGPT, Generative AI, Cyber Threat Intelligence, Security Information and Event Management (SIEM), OpenAI, Threat Detection, Cybersecurity, Incident Response, Malware Protection, Artificial Intelligence, Natural Language Processing, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Anomaly Detection, Vulnerability Management, Software Development Tools, Augmented and Virtual Reality (AR/VR), Deep Learning, Image Analysis, Technical Communication",4.7,4.9K reviews,Intermediate · Specialization · 1 - 3 Months
77,Generative AI for Customer Support,IBM," ChatGPT, Generative AI, Interactive Data Visualization, Business Intelligence, Data Presentation, Infographics, Data Visualization, OpenAI, Dashboard, Data Storytelling, Business Analytics, Artificial Intelligence, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Query Languages, SQL, Data Analysis, Software Development Tools, Image Analysis, Technical Communication",4.7,4.9K reviews,Intermediate · Specialization · 1 - 3 Months
78,Generative AI for Business Intelligence (BI) Analysts,IBM," ChatGPT, Generative AI, Standard Operating Procedure, Customer Support, OpenAI, Customer Service, Technical Support and Services, Customer Analysis, Artificial Intelligence, IBM Cloud, Artificial Intelligence and Machine Learning (AI/ML), Customer Insights, Business Process Automation, Software Development Tools, Ethical Standards And Conduct, Augmented and Virtual Reality (AR/VR), Language Interpretation, Translation, and Studies, Deep Learning, Image Analysis, Technical Communication",4.7,4.9K reviews,Intermediate · Specialization · 1 - 3 Months
79,Project Initiation: Starting a Successful Project,Google," Project Scoping, Project Documentation, Project Management Life Cycle, Project Management, Goal Setting, Project Management Software, Stakeholder Management, Cost Benefit Analysis, Resource Allocation, Accountability",4.8,22K reviews,Beginner · Course · 1 - 4 Weeks
80,IBM and ISC2 Cybersecurity Specialist,Multiple educators," Data Engineering, Apache Airflow, Data Modeling, Data Pipelines, Data Storage, Data Architecture, Data Transformation, Requirements Analysis, Data Processing, Data Warehousing, Query Languages, Apache Hadoop, Extract, Transform, Load, Data Lakes, Amazon Web Services, File Systems, Database Systems, Data Integration, AWS Kinesis, Infrastructure as Code (IaC)",4.8,13K reviews,Beginner · Professional Certificate · 3 - 6 Months
81,DeepLearning.AI Data Engineering,Multiple educators," Risk Modeling, Financial Statements, Probability Distribution, Mathematical Modeling, Statistical Modeling, Portfolio Management, Regression Analysis, Business Modeling, Financial Modeling, Risk Management, Quantitative Research, Presentations, Decision Making, Data Visualization, Microsoft PowerPoint, Predictive Modeling, Investment Management, Spreadsheet Software, Google Sheets, Excel Formulas",4.5,397 reviews,Intermediate · Professional Certificate · 3 - 6 Months
82,Business and Financial Modeling,University of Pennsylvania," UI/UX Research, Design Thinking, User Research, User Experience Design, User Centered Design, Usability, Persona (User Experience), Web Content Accessibility Guidelines, Prototyping, Wireframing, Sprint Planning",4.8,11K reviews,Beginner · Specialization · 3 - 6 Months
83,IBM IT Scrum Master,IBM," Software Development Life Cycle, Agile Software Development, User Story, Sprint Retrospectives, Agile Methodology, DevOps, Kanban Principles, Development Environment, Information Technology, Software Engineering, Computer Hardware, Agile Project Management, Software Architecture, Software Design, Sprint Planning, Cloud Computing, Backlogs, Cloud-Native Computing, Programming Principles, Scrum (Software Development)",4.8,8.7K reviews,Beginner · Professional Certificate · 3 - 6 Months
84,IBM and ISC2 Cybersecurity Specialist,Google," UI/UX Research, Design Thinking, User Research, User Experience Design, User Centered Design, Usability, Persona (User Experience), Web Content Accessibility Guidelines, Prototyping, Wireframing, Sprint Planning",4.7,72K reviews,Beginner · Course · 1 - 4 Weeks
85,Financial Markets,Yale University," Investment Banking, Risk Management, Financial Market, Financial Regulation, Financial Services, Finance, Business Risk Management, Securities (Finance), Financial Policy, Capital Markets, Behavioral Economics, Banking, Corporate Finance, Governance, Insurance, Underwriting, Equities, Derivatives, Mortgage Loans, Decision Making",4.8,30K reviews,Beginner · Course · 1 - 3 Months
86,SAP Technology Consultant,Google," Open Web Application Security Project (OWASP), Security Controls, Risk Management, Cybersecurity, Security Information and Event Management (SIEM), Incident Response, NIST 800-53, Cyber Security Policies, Cyber Risk, Threat Detection, Information Assurance, Compliance Auditing",4.7,9K reviews,Beginner · Course · 1 - 4 Weeks
87,Play It Safe: Manage Security Risks,SAP," Digital Transformation, Cloud Computing Architecture, Stakeholder Engagement, Consulting, Business Transformation, Relationship Management, Business Consulting, Cloud Computing, Management Consulting, Technical Design, Project Coordination, System Design and Implementation, Solution Design, User Feedback, Technical Consulting, Customer Engagement, System Implementation, Professional Networking, Project Management, SAP Applications",4.8,1.2K reviews,Beginner · Professional Certificate · 3 - 6 Months
88,Agentic AI and AI Agents for Leaders,IBM," New Product Development, Product Management, Product Lifecycle Management, Agile Software Development, Product Development, Innovation, Product Roadmaps, Agile Methodology, Kanban Principles, Product Planning, Product Strategy, Product Testing, Project Management Life Cycle, Agile Project Management, Product Marketing, User Story, Sprint Retrospectives, Stakeholder Management, Competitive Analysis, Test Planning",4.8,3.3K reviews,Beginner · Professional Certificate · 3 - 6 Months
89,IBM Product Manager,Vanderbilt University," ChatGPT, Generative AI, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Business Process Automation, OpenAI, Personalized Service, Automation, Strategic Thinking, Business Transformation, Expense Management, Creative Thinking, Technology Strategies, Productivity Software, Creativity, Business Strategy, Strategic Decision-Making, Digital Transformation, Emerging Technologies, Natural Language Processing",4.8,5.5K reviews,Beginner · Specialization · 1 - 3 Months
90,Generative AI Automation,Vanderbilt University," ChatGPT, Ideation, Verification And Validation, Data Presentation, Generative AI, Document Management, Creative Thinking, Image Analysis, Data Capture, Artificial Intelligence, OpenAI, Data Analysis, Organizational Skills, Risk Management Framework, Computer Vision, Productivity Software, Microsoft Excel, Creativity, Data Ethics, Information Management",4.8,5.8K reviews,Beginner · Specialization · 3 - 6 Months
91,Prompt Engineering,Vanderbilt University," ChatGPT, Ideation, Verification And Validation, Data Presentation, Document Management, Generative AI, Creative Thinking, Creativity, Artificial Intelligence, Risk Management Framework, OpenAI, Productivity Software, Microsoft Excel, Data Ethics, Data Analysis, Information Management, Natural Language Processing, Data Transformation, Technical Communication, Problem Solving",4.8,5.8K reviews,Beginner · Specialization · 1 - 3 Months
92,Generative AI Assistants,Meta," React Native, Jest (JavaScript Testing Framework), Version Control, User Research, UI/UX Research, Usability Testing, Unix Commands, Restful API, Git (Version Control System), Persona (User Experience), GitHub, Interaction Design, User Experience Design, SQL, User Interface and User Experience (UI/UX) Design, Mobile Development, Design Research, Cross Platform Development, React.js, Web Development Tools",4.8,10K reviews,Beginner · Specialization · 3 - 6 Months
93,Meta React Native,Adobe," Adobe Illustrator, Color Theory, Adobe Photoshop, Adobe Acrobat, Typography, Generative AI, Document Management, Design, Design Elements And Principles, Graphic and Visual Design, Graphic Design, Web Content Accessibility Guidelines, Innovation, Graphic and Visual Design Software, Workflow Management, Packaging and Labeling, File Management, Adobe Creative Cloud, Data Integrity, Creativity",4.6,423 reviews,Beginner · Professional Certificate · 3 - 6 Months
94,Adobe Graphic Designer,Vanderbilt University," ChatGPT, Generative AI, Ideation, Verification And Validation, OpenAI, Creative Thinking, Creativity, Artificial Intelligence, Personalized Service, Risk Management Framework, Expense Management, Artificial Intelligence and Machine Learning (AI/ML), Productivity Software, Digital Transformation, Data Ethics, Business Process Automation, Expense Reports, Innovation, Natural Language Processing, Test Case",4.6,5.6K reviews,Beginner · Specialization · 1 - 3 Months
